Producto	Material	Línea	D nominal (mm)	Largo (m)	PN - Serie	D mínimo (mm)	D máximo (mm)	Espesor mínimo (mm)	Espesor máximo (mm)	Peso (kg/m)	Desv. Peso debajo	Desv. Peso arriba	Ovalidad (mm)	PHI 20°C (bar)	T Horno (°C)	Tiempo acond. (h)	Color Tubería	Color Línea
160mm x 12m HDPE PN-6 SDR-27,6	PE100	HDPE	160	12	PN-6 SDR-27,6	160,0	161,0	5,8	6,7	2,892466	2,683275	3,101656	3,2	9,3	110	1	NEGRO	AZUL
160mm x 6m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	160	6	PN-6 SDR-27,6	160,0	161,0	5,8	6,7	2,892466	2,683275	3,101656	3,2	9,3	110	1		
160mm x 12m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	160	12	PN-6 SDR-27,6	160,0	161,0	5,8	6,7	2,892466	2,683275	3,101656	3,2	9,3	110	1		
160mm x 6m HDPE PN-20 SDR-9	PE100	HDPE	160	6	PN-20 SDR-9	160,0	161,0	17,9	19,8	8,009608	7,631326	8,387891	3,2	31	110	4	NEGRO	AZUL
160mm x 12m HDPE PN-20 SDR-9	PE100	HDPE	160	12	PN-20 SDR-9	160,0	161,0	17,9	19,8	8,009608	7,631326	8,387891	3,2	31	110	4	NEGRO	AZUL
160mm x 6m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	160	6	PN-20 SDR-9	160,0	161,0	17,9	19,8	8,009608	7,631326	8,387891	3,2	31	110	4		
160mm x 12m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	160	12	PN-20 SDR-9	160,0	161,0	17,9	19,8	8,009608	7,631326	8,387891	3,2	31	110	4		
160mm x 6m HDPE PN-16 SDR-11	PE100	HDPE	160	6	PN-16 SDR-11	160,0	161,0	14,6	16,2	6,703388	6,368984	7,037792	3,2	24,8	110	2	NEGRO	AZUL
160mm x 12m HDPE PN-16 SDR-11	PE100	HDPE	160	12	PN-16 SDR-11	160,0	161,0	14,6	16,2	6,703388	6,368984	7,037792	3,2	24,8	110	2	NEGRO	AZUL
160mm x 6m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	160	6	PN-16 SDR-11	160,0	161,0	14,6	16,2	6,703388	6,368984	7,037792	3,2	24,8	110	2		
160mm x 12m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	160	12	PN-16 SDR-11	160,0	161,0	14,6	16,2	6,703388	6,368984	7,037792	3,2	24,8	110	2		
160mm x 6m HDPE PN-12,5 SDR-13,6	PE100	HDPE	160	6	PN-12,5 SDR-13,6	160,0	161,0	11,8	13,1	5,529778	5,246662	5,812893	3,2	19,7	110	2	NEGRO	AZUL
160mm x 12m HDPE PN-12,5 SDR-13,6	PE100	HDPE	160	12	PN-12,5 SDR-13,6	160,0	161,0	11,8	13,1	5,529778	5,246662	5,812893	3,2	19,7	110	2	NEGRO	AZUL
160mm x 6m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	160	6	PN-12,5 SDR-13,6	160,0	161,0	11,8	13,1	5,529778	5,246662	5,812893	3,2	19,7	110	2		
160mm x 12m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	160	12	PN-12,5 SDR-13,6	160,0	161,0	11,8	13,1	5,529778	5,246662	5,812893	3,2	19,7	110	2		
160mm x 6m HDPE PN-10 SDR-17	PE100	HDPE	160	6	PN-10 SDR-17	160,0	161,0	9,5	10,6	4,536315	4,289562	4,783068	3,2	15,5	110	2	NEGRO	AZUL
160mm x 12m HDPE PN-10 SDR-17	PE100	HDPE	160	12	PN-10 SDR-17	160,0	161,0	9,5	10,6	4,536315	4,289562	4,783068	3,2	15,5	110	2	NEGRO	AZUL
160mm x 6m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	160	6	PN-10 SDR-17	160,0	161,0	9,5	10,6	4,536315	4,289562	4,783068	3,2	15,5	110	2		
160mm x 12m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	160	12	PN-10 SDR-17	160,0	161,0	9,5	10,6	4,536315	4,289562	4,783068	3,2	15,5	110	2		
160mm x 6m CHAQUETA PP-UV S-20	PP-R	CHAQUETA PP-UV	160	6	S-20	160,0	160,5	3,9	4,5	1,863379	1,7309	1,9959	3,2		150	1	GRIS(AQS)	SIN LÍNEA
160mm x 6m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	160	6	PN-16 S-3,2	160,1	161,5	21,9	24,2	9,374953	8,9378	9,8121	3,2	47	135	4	GRIS(BETA)	NARANJA
160mm x 6m BETA/FIBRA PN-12,5 S-4	PP-RCT/FV	BETA/FIBRA	160	6	PN-12,5 S-4	160,1	161,5	17,9	19,8	7,901064	7,5167	8,2854	3,2	38	135	4	GRIS(BETA)	NARANJA
160mm x 6m BETA/FIBRA PN-10 S-5	PP-RCT/FV	BETA/FIBRA	160	6	PN-10 S-5	160,1	161,5	14,6	16,2	6,612215	6,2733	6,9512	3,2	30	135	2	GRIS(BETA)	NARANJA
160mm x 6m BETA PN-16 S-3,2	PP-RCT	BETA	160	6	PN-16 S-3,2	160,1	161,5	21,9	24,2	8,985992	8,5670	9,4050	3,2	47	135	4	GRIS(BETA)	ROJO
160mm x 6m BETA PN-12,5 S-4	PP-RCT	BETA	160	6	PN-12,5 S-4	160,1	161,5	17,9	19,8	7,573254	7,2049	7,9416	3,2	38	135	4	GRIS(BETA)	BLANCO
160mm x 6m BETA PN-10 S-5	PP-RCT	BETA	160	6	PN-10 S-5	160,1	161,5	14,6	16,2	6,337878	6,0130	6,6628	3,2	30	135	2	GRIS(BETA)	AZUL
160mm x 6m AQUASYSTEM TRICAPA S-20	PP-R	AQUASYSTEM TRICAPA	160	6	S-20	160,0	160,5	3,9	4,5	1,863379	1,7309	1,9959	3,2		150	1	GRIS(AQS)	SIN LÍNEA
160mm x 6m AQUASYSTEM IPS S-14	PP-R100/CACO3	AQUASYSTEM IPS	160	6	S-14	160,0	160,5	5,5	6,3	3,098190	2,8911	3,3052	3,2		150	1	NEGRO	NARANJA
160mm x 5m R3 PN-16 S-3,2	PP-R	R3	160	5	PN-16 S-3,2	160,1	161,5	21,9	24,2	9,025886	8,6050	9,4468	3,2	50	135	4	GRIS(R3)	ROJO
160mm x 5m R3 PN-10 S-5	PP-R	R3	160	5	PN-10 S-5	160,1	161,5	14,6	16,2	6,366016	6,0397	6,6924	3,2	32	135	2	GRIS(R3)	AZUL
160mm x 6m CHAQUETA PP-BLACK S-20	PP-R	CHAQUETA PP-BLACK	160	5	S-20	160,0	160,5	3,9	4,5	1,863379	1,7309	1,9959	3,2		150	1	NEGRO(AQS)	SIN LÍNEA
160mm x 5m CHAQUETA PP-UV S-20	PP-R	CHAQUETA PP-UV	160	5	S-20	160,0	160,5	3,9	4,5	1,863379	1,7309	1,9959	3,2		150	1	GRIS(AQS)	SIN LÍNEA
160mm x 5m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	160	5	PN-16 S-3,2	160,1	161,5	21,9	24,2	9,374953	8,9378	9,8121	3,2	47	135	4	GRIS(BETA)	NARANJA
160mm x 5m BETA/FIBRA PN-10 S-5	PP-RCT/FV	BETA/FIBRA	160	5	PN-10 S-5	160,1	161,5	14,6	16,2	6,612215	6,2733	6,9512	3,2	30	135	2	GRIS(BETA)	NARANJA
160mm x 5m AQUASYSTEM TRICAPA S-20	PP-R	AQUASYSTEM TRICAPA	160	5	S-20	160,0	160,5	3,9	4,5	1,863379	1,7309	1,9959	3,2		150	1	GRIS(AQS)	SIN LÍNEA
160mm x 5m AQUASYSTEM IPS S-14	PP-R100/CACO3	AQUASYSTEM IPS	160	5	S-14	160,0	160,5	5,5	6,3	3,098190	2,8911	3,3052	3,2		150	1	NEGRO	NARANJA
160mm x 12m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	160	12	PN-16 S-3,2	160,1	161,5	21,9	24,2	9,374953	8,9378	9,8121	3,2	47	135	4	GRIS(BETA)	NARANJA
140mm x 6m HDPE PN-16 SDR-11	PE100	HDPE	140	6	PN-16 SDR-11	140,0	140,9	12,7	14,1	5,107257	4,850483	5,364031	2,8	24,8	110	2	NEGRO	AZUL
140mm x 12m HDPE PN-16 SDR-11	PE100	HDPE	140	12	PN-16 SDR-11	140,0	140,9	12,7	14,1	5,107257	4,850483	5,364031	2,8	24,8	110	2	NEGRO	AZUL
140mm x 6m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	140	6	PN-16 SDR-11	140,0	140,9	12,7	14,1	5,107257	4,850483	5,364031	2,8	24,8	110	2		
140mm x 12m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	140	12	PN-16 SDR-11	140,0	140,9	12,7	14,1	5,107257	4,850483	5,364031	2,8	24,8	110	2		
140mm x 6m HDPE PN-12,5 SDR-13,6	PE100	HDPE	140	6	PN-12,5 SDR-13,6	140,0	140,9	10,3	11,5	4,236323	4,008022	4,464625	2,8	19,7	110	2	NEGRO	AZUL
140mm x 12m HDPE PN-12,5 SDR-13,6	PE100	HDPE	140	12	PN-12,5 SDR-13,6	140,0	140,9	10,3	11,5	4,236323	4,008022	4,464625	2,8	19,7	110	2	NEGRO	AZUL
140mm x 6m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	140	6	PN-12,5 SDR-13,6	140,0	140,9	10,3	11,5	4,236323	4,008022	4,464625	2,8	19,7	110	2		
140mm x 12m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	140	12	PN-12,5 SDR-13,6	140,0	140,9	10,3	11,5	4,236323	4,008022	4,464625	2,8	19,7	110	2		
140mm x 6m HDPE PN-10 SDR-17	PE100	HDPE	140	6	PN-10 SDR-17	140,0	140,9	8,3	9,3	3,475738	3,279569	3,671907	2,8	15,5	110	2	NEGRO	AZUL
140mm x 12m HDPE PN-10 SDR-17	PE100	HDPE	140	12	PN-10 SDR-17	140,0	140,9	8,3	9,3	3,475738	3,279569	3,671907	2,8	15,5	110	2	NEGRO	AZUL
140mm x 6m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	140	6	PN-10 SDR-17	140,0	140,9	8,3	9,3	3,475738	3,279569	3,671907	2,8	15,5	110	2		
140mm x 12m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	140	12	PN-10 SDR-17	140,0	140,9	8,3	9,3	3,475738	3,279569	3,671907	2,8	15,5	110	2		
140mm x 6m HDPE PN-6 SDR-27,6	PE100	HDPE	140	6	PN-6 SDR-27,6	140,0	140,9	5,1	5,9	2,226897	2,064120	2,389674	2,8	9,3	110	1	NEGRO	AZUL
140mm x 12m HDPE PN-6 SDR-27,6	PE100	HDPE	140	12	PN-6 SDR-27,6	140,0	140,9	5,1	5,9	2,226897	2,064120	2,389674	2,8	9,3	110	1	NEGRO	AZUL
140mm x 6m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	140	6	PN-6 SDR-27,6	140,0	140,9	5,1	5,9	2,226897	2,064120	2,389674	2,8	9,3	110	1		
140mm x 12m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	140	12	PN-6 SDR-27,6	140,0	140,9	5,1	5,9	2,226897	2,064120	2,389674	2,8	9,3	110	1		
125mm x 6m R3 PN-16 S-3,2	PP-R	R3	125	6	PN-16 S-3,2	125,1	126,2	17,1	19,0	5,520807	5,2507	5,7909	2,5	50	135	4	GRIS(R3)	ROJO
125mm x 6m R3 PN-10 S-5	PP-R	R3	125	6	PN-10 S-5	125,1	126,2	11,4	12,7	3,891731	3,6852	4,0982	2,5	32	135	2	GRIS(R3)	AZUL
125mm x 6m POLI-ONE PN-16 S-3,2	PP-R	POLI-ONE	125	6	PN-16 S-3,2	125,1	126,2	17,1	19,0	5,520807	5,2507	5,7909	2,5	50	135	4	GRIS(P1)	ROJO
125mm x 6m HDPE PN-6 SDR-27,6	PE100	HDPE	125	6	PN-6 SDR-27,6	125,0	125,8	4,6	5,0	1,736886	1,661641	1,812132	2,5	9,3	110	1	NEGRO	AZUL
125mm x 12m HDPE PN-6 SDR-27,6	PE100	HDPE	125	12	PN-6 SDR-27,6	125,0	125,8	4,6	5,0	1,736886	1,661641	1,812132	2,5	9,3	110	1	NEGRO	AZUL
125mm x 6m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	125	6	PN-6 SDR-27,6	125,0	125,8	4,6	5,0	1,736886	1,661641	1,812132	2,5	9,3	110	1		
125mm x 12m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	125	12	PN-6 SDR-27,6	125,0	125,8	4,6	5,0	1,736886	1,661641	1,812132	2,5	9,3	110	1		
125mm x 6m HDPE PN-20 SDR-9	PE100	HDPE	125	6	PN-20 SDR-9	125,0	125,8	14,0	15,6	4,910038	4,662339	5,157736	2,5	31	110	2	NEGRO	AZUL
125mm x 12m HDPE PN-20 SDR-9	PE100	HDPE	125	12	PN-20 SDR-9	125,0	125,8	14,0	15,6	4,910038	4,662339	5,157736	2,5	31	110	2	NEGRO	AZUL
125mm x 6m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	125	6	PN-20 SDR-9	125,0	125,8	14,0	15,6	4,910038	4,662339	5,157736	2,5	31	110	2		
125mm x 12m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	125	12	PN-20 SDR-9	125,0	125,8	14,0	15,6	4,910038	4,662339	5,157736	2,5	31	110	2		
125mm x 6m HDPE PN-16 SDR-11	PE100	HDPE	125	6	PN-16 SDR-11	125,0	125,8	11,4	12,7	4,097413	3,885403	4,309424	2,5	24,8	110	2	NEGRO	AZUL
125mm x 12m HDPE PN-16 SDR-11	PE100	HDPE	125	12	PN-16 SDR-11	125,0	125,8	11,4	12,7	4,097413	3,885403	4,309424	2,5	24,8	110	2	NEGRO	AZUL
125mm x 6m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	125	6	PN-16 SDR-11	125,0	125,8	11,4	12,7	4,097413	3,885403	4,309424	2,5	24,8	110	2		
125mm x 12m SMARTCOLORS PN-16 SDR-11	PE100	SMARTCOLORS - HDPE	125	12	PN-16 SDR-11	125,0	125,8	11,4	12,7	4,097413	3,885403	4,309424	2,5	24,8	110	2		
125mm x 6m HDPE PN-12,5 SDR-13,6	PE100	HDPE	125	6	PN-12,5 SDR-13,6	125,0	125,8	9,2	10,3	3,382761	3,196313	3,569210	2,5	19,7	110	2	NEGRO	AZUL
125mm x 12m HDPE PN-12,5 SDR-13,6	PE100	HDPE	125	12	PN-12,5 SDR-13,6	125,0	125,8	9,2	10,3	3,382761	3,196313	3,569210	2,5	19,7	110	2	NEGRO	AZUL
125mm x 6m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	125	6	PN-12,5 SDR-13,6	125,0	125,8	9,2	10,3	3,382761	3,196313	3,569210	2,5	19,7	110	2		
125mm x 12m SMARTCOLORS PN-12,5 SDR-13,6	PE100	SMARTCOLORS - HDPE	125	12	PN-12,5 SDR-13,6	125,0	125,8	9,2	10,3	3,382761	3,196313	3,569210	2,5	19,7	110	2		
125mm x 6m HDPE PN-10 SDR-17	PE100	HDPE	125	6	PN-10 SDR-17	125,0	125,8	7,4	8,3	2,768437	2,610910	2,925963	2,5	15,5	110	1	NEGRO	AZUL
125mm x 12m HDPE PN-10 SDR-17	PE100	HDPE	125	12	PN-10 SDR-17	125,0	125,8	7,4	8,3	2,768437	2,610910	2,925963	2,5	15,5	110	1	NEGRO	AZUL
125mm x 6m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	125	6	PN-10 SDR-17	125,0	125,8	7,4	8,3	2,768437	2,610910	2,925963	2,5	15,5	110	1		
125mm x 12m SMARTCOLORS PN-10 SDR-17	PE100	SMARTCOLORS - HDPE	125	12	PN-10 SDR-17	125,0	125,8	7,4	8,3	2,768437	2,610910	2,925963	2,5	15,5	110	1		
125mm x 5m CHAQUETA PP-BLACK S-20	PP-R	CHAQUETA PP-BLACK	125	6	S-20	125,0	125,4	3,1	3,7	1,177315	1,0744	1,2802	2,5		150	1	NEGRO(AQS)	SIN LÍNEA
125mm x 6m CHAQUETA PP-UV S-20	PP-R	CHAQUETA PP-UV	125	6	S-20	125,0	125,4	3,1	3,7	1,177315	1,0744	1,2802	2,5		150	1	GRIS(AQS)	SIN LÍNEA
125mm x 6m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	125	6	PN-16 S-3,2	125,1	126,2	17,1	19,0	5,734319	5,4538	6,0149	2,5	47	135	4	GRIS(BETA)	NARANJA
125mm x 6m BETA/FIBRA PN-12,5 S-4	PP-RCT/FV	BETA/FIBRA	125	6	PN-12,5 S-4	125,1	126,2	14,0	15,6	4,844197	4,5932	5,0952	2,5	38	135	2	GRIS(BETA)	NARANJA
125mm x 6m BETA/FIBRA PN-10 S-5	PP-RCT/FV	BETA/FIBRA	125	6	PN-10 S-5	125,1	126,2	11,4	12,7	4,042240	3,8277	4,2567	2,5	30	135	2	GRIS(BETA)	NARANJA
125mm x 6m BETA PN-16 S-3,2	PP-RCT	BETA	125	6	PN-16 S-3,2	125,1	126,2	17,1	19,0	5,496406	5,2275	5,7653	2,5	47	135	4	GRIS(BETA)	ROJO
125mm x 6m BETA PN-12,5 S-4	PP-RCT	BETA	125	6	PN-12,5 S-4	125,1	126,2	14,0	15,5	4,629755	4,4027	4,8568	2,5	38	135	2	GRIS(BETA)	BLANCO
125mm x 6m BETA PN-10 S-5	PP-RCT	BETA	125	6	PN-10 S-5	125,1	126,2	11,4	12,7	3,874530	3,6689	4,0801	2,5	30	135	2	GRIS(BETA)	AZUL
125mm x 6m AQUASYSTEM TRICAPA S-20	PP-R	AQUASYSTEM TRICAPA	125	6	S-20	125,0	125,4	3,1	3,7	1,177315	1,0744	1,2802	2,5		150	1	GRIS(AQS)	SIN LÍNEA
125mm x 6m AQUASYSTEM IPS S-14	PP-R100/CACO3	AQUASYSTEM IPS	125	5	S-14	125,0	125,4	4,3	5,0	1,907030	1,7658	2,0482	2,5		150	1	NEGRO	NARANJA
125mm x 5m R3 PN-16 S-3,2	PP-R	R3	125	5	PN-16 S-3,2	125,1	126,2	17,1	19,0	5,520807	5,2507	5,7909	2,5	50	135	4	GRIS(R3)	ROJO
125mm x 5m R3 PN-10 S-5	PP-R	R3	125	5	PN-10 S-5	125,1	126,2	11,4	12,7	3,891731	3,6852	4,0982	2,5	32	135	2	GRIS(R3)	AZUL
125mm x 5m CHAQUETA PP-UV S-20	PP-R	CHAQUETA PP-UV	125	5	S-20	125,0	125,4	3,1	3,7	1,177315	1,0744	1,2802	2,5		150	1	GRIS(AQS)	SIN LÍNEA
125mm x 5m BETA/FIBRA PN-16 S-3,2	PP-RCT/FV	BETA/FIBRA	125	5	PN-16 S-3,2	125,1	126,2	17,1	19,0	5,734319	5,4538	6,0149	2,5	47	135	4	GRIS(BETA)	NARANJA
125mm x 5m AQUASYSTEM TRICAPA S-20	PP-R	AQUASYSTEM TRICAPA	125	5	S-20	125,0	125,4	3,1	3,7	1,177315	1,0744	1,2802	2,5		150	1	GRIS(AQS)	SIN LÍNEA
125mm x 12m BETA/FIBRA PN-16 S-3,2 	PP-RCT/FV	BETA/FIBRA	125	12	PN-16 S-3,2	125,1	126,2	17,1	19,0	5,734319	5,4538	6,0149	2,5	47	135	4	GRIS(BETA)	NARANJA
110mm x 6m R3 PN-20 S-2,5	PP-R	R3	110	6	PN-20 S-2,5	110,1	111,0	18,3	20,3	5,005559	4,7763	5,2348	2,2	64	135	4	GRIS(R3)	VERDE
110mm x 6m R3 PN-16 S-3,2	PP-R	R3	110	6	PN-16 S-3,2	110,1	111,0	15,1	16,8	4,288960	4,0785	4,4994	2,2	50	135	2	GRIS(R3)	ROJO
110mm x 6m R3 PN-10 S-5	PP-R	R3	110	6	PN-10 S-5	110,1	111,0	10,0	11,1	2,999355	2,8460	3,1527	2,2	32	135	2	GRIS(R3)	AZUL
110mm x 6m PP-H PN-16 S-3,2	PP-H	PP-H	110	6	PN-16 S-3,2	110,1	111,0	15,1	16,8	4,288960	4,0785	4,4994	2,2	65,6	150	2	GRIS(PP-H)	SIN LÍNEA
280mm x 6m PP-H PN-10 S-5	PP-H	PP-H	280	6	PN-10 S-5	280,0	282,5	25,4	28,2	19,387507	18,3861	20,3889	9,8	42	150	4	GRIS(PP-H)	SIN LÍNEA
63mm x 6m PP-H PN-10 S-5	PP-H	PP-H	63	6	PN-10 S-5	63,1	63,6	5,8	6,5	1,000060	0,9449	1,0552	1,5	42	150	1	GRIS(PP-H)	SIN LÍNEA
400mm x 6m PP-H PN-6 S-8,3	PP-H	PP-H	400	6	PN-6 S-8,3	400,0	403,6	22,7	25,2	25,730962	24,3507	27,1113	14,0	25,3	150	4	GRIS(PP-H)	SIN LÍNEA
110mm x 6m PP-H PN-10 S-5	PP-H	PP-H	110	6	PN-10 S-5	110,0	111,0	10,0	11,1	2,997934	2,8431	3,1527	2,2	42	150	2	GRIS(PP-H)	SIN LÍNEA
110mm x 6m POLI-ONE/BETA PN-16 S-3,2	PP-RCT	POLI-ONE/BETA	110	6	PN-16 S-3,2	110,1	111,0	15,1	16,8	4,270004	4,0605	4,4796	2,2	47	135	2	GRIS(P1)	ROJO
110mm x 6m POLI-ONE PN-16 S-3,2	PP-R	POLI-ONE	110	6	PN-16 S-3,2	110,1	111,0	15,1	16,8	4,288960	4,0785	4,4994	2,2	50,0	135	2	GRIS(P1)	ROJO
110mm x 6m POLI-ONE PN-10 S-5	PP-R	POLI-ONE	110	6	PN-10 S-5	110,1	111,0	10,0	11,1	2,999355	2,8460	3,1527	2,2	32	135	2	GRIS(P1)	AZUL
110mm x 6m HDPE PN-6 SDR-27,6	PE100	HDPE	110	6	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1	NEGRO	AZUL
110mm x 12m HDPE PN-6 SDR-27,6	PE100	HDPE	110	12	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1	NEGRO	AZUL
110mm x 50m HDPE PN-6 SDR-27,6	PE100	HDPE	110	50	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1	NEGRO	AZUL
110mm x 100m HDPE PN-6 SDR-27,6	PE100	HDPE	110	100	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1	NEGRO	AZUL
110mm x 150m HDPE PN-6 SDR-27,6	PE100	HDPE	110	150	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1	NEGRO	AZUL
110mm x 200m HDPE PN-6 SDR-27,6	PE100	HDPE	110	200	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1	NEGRO	AZUL
110mm x 6m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	110	6	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1		
110mm x 12m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	110	12	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1		
110mm x 50m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	110	50	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1		
110mm x 100m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	110	100	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1		
110mm x 150m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	110	150	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1		
110mm x 200m SMARTCOLORS PN-6 SDR-27,6	PE100	SMARTCOLORS - HDPE	110	200	PN-6 SDR-27,6	110,0	110,7	4,0	4,6	1,368190	1,272093	1,464287	2,2	9,3	110	1		
110mm x 6m HDPE PN-20 SDR-9	PE100	HDPE	110	6	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2	NEGRO	AZUL
110mm x 12m HDPE PN-20 SDR-9	PE100	HDPE	110	12	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2	NEGRO	AZUL
110mm x 50m HDPE PN-20 SDR-9	PE100	HDPE	110	50	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2	NEGRO	AZUL
110mm x 100m HDPE PN-20 SDR-9	PE100	HDPE	110	100	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2	NEGRO	AZUL
110mm x 150m HDPE PN-20 SDR-9	PE100	HDPE	110	150	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2	NEGRO	AZUL
110mm x 200m HDPE PN-20 SDR-9	PE100	HDPE	110	200	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2	NEGRO	AZUL
110mm x 6m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	110	6	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2		
110mm x 12m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	110	12	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2		
110mm x 50m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	110	50	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2		
110mm x 100m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	110	100	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2		
110mm x 150m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	110	150	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2		
110mm x 200m SMARTCOLORS PN-20 SDR-9	PE100	SMARTCOLORS - HDPE	110	200	PN-20 SDR-9	110,0	110,7	12,3	13,7	3,796191	3,605393	3,986990	2,2	31	110	2		
110mm x 6m HDPE PN-16 SDR-11	PE100	HDPE	110	6	PN-16 SDR-11	110,0	110,7	10,0	11,1	3,158570	3,000218	3,316922	2,2	24,8	110	2	NEGRO	AZUL
110mm x 12m HDPE PN-16 SDR-11	PE100	HDPE	110	12	PN-16 SDR-11	110,0	110,7	10,0	11,1	3,158570	3,000218	3,316922	2,2	24,8	110	2	NEGRO	AZUL
110mm x 50m HDPE PN-16 SDR-11	PE100	HDPE	110	50	PN-16 SDR-11	110,0	110,7	10,0	11,1	3,158570	3,000218	3,316922	2,2	24,8	110	2	NEGRO	AZUL
